id	taxonID	acceptedNameUsageID	scientificName	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	specificEpithet	full.tax.name	taxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus	taxonRemarks	language
MUS_267	MUS_267		Utricularia stellaris L. f.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentribulariaceae	Utricularia	stellaris	Utricularia stellaris	species	L. f.		accepted		
MUS_268	MUS_268		Hugonia serrata Lam.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Hugonia	serrata	Hugonia serrata	species	Lam.		accepted		
MUS_269	MUS_269		Hugonia tomentosa Cav.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Hugonia	tomentosa	Hugonia tomentosa	species	Cav.		accepted		
MUS_270	MUS_270		Lindernia rotundifolia (L.) Alston			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Linderniaceae	Lindernia	rotundifolia	Lindernia rotundifolia	species	(L.) Alston		accepted		
MUS_271	MUS_271		Torenia thouarsii (Cham. & Schltdl.) Kuntze			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Linderniaceae	Torenia	thouarsii	Torenia thouarsii	species	(Cham. & Schltdl.) Kuntze		accepted		
MUS_272	MUS_272		Geniostoma angustifolium Bouton ex DC.			Plantae	Tracheophyta	Magnoliopsida	Gentiales	Loganiaceae	Geniostoma	angustifolium	Geniostoma angustifolium	species	Bouton ex DC.		accepted		
MUS_273	MUS_273		Geniostoma borbonicum (Lam.) Spreng.			Plantae	Tracheophyta	Magnoliopsida	Gentiales	Loganiaceae	Geniostoma	borbonicum	Geniostoma borbonicum	species	(Lam.) Spreng.		accepted		
MUS_274	MUS_274		Geniostoma pedunculatum Bojer			Plantae	Tracheophyta	Magnoliopsida	Gentiales	Loganiaceae	Geniostoma	pedunculatum	Geniostoma pedunculatum	species	Bojer		accepted		
MUS_275	MUS_275		Bakerella hoyifolia (Baker) Balle			Plantae	Tracheophyta	Magnoliopsida	Santalales	Loranthaceae	Bakerella	hoyifolia	Bakerella hoyifolia	species	(Baker) Balle		accepted		
MUS_276	MUS_276		Ammannia capitellata   S.A. Grahman & Gandhi			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Lythraceae	Ammannia	capitellata	Ammannia capitellata	species	S.A. Grahman & Gandhi		accepted		
MUS_277	MUS_277		Pemphis acidula J.R. Forster & G. Forster			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Lythraceae	Pemphis	acidula	Pemphis acidula	species	J.R. Forster & G. Forster		accepted		
MUS_278	MUS_278		Tetrataxis salicifolia (Thou. ex Tul.) Baker			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Lythraceae	Tetrataxis	salicifolia	Tetrataxis salicifolia	species	(Thou. ex Tul.) Baker		accepted		
MUS_279	MUS_279		Abutilon mauritianum (Jacq.) Medik.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Abutilon	mauritianum	Abutilon mauritianum	species	(Jacq.) Medik.		accepted		
MUS_280	MUS_280		Abutilon pannosum (G. Forst.) Schldl.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Abutilon	pannosum	Abutilon pannosum	species	(G. Forst.) Schldl.		accepted		
MUS_281	MUS_281		Astiria rosea Lindley			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Astiria	rosea	Astiria rosea	species	Lindley		accepted		
MUS_282	MUS_282		Dombeya acutangula Cav.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Dombeya	acutangula	Dombeya acutangula	species	Cav.		accepted		
MUS_283	MUS_283		Dombeya ferruginea Cav.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Dombeya	ferruginea	Dombeya ferruginea	species	Cav.		accepted		
MUS_284	MUS_284		Dombeya mauritiana F. Friedmann			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Dombeya	mauritiana	Dombeya mauritiana	species	F. Friedmann		accepted		
MUS_285	MUS_285		Dombeya populnea (Cav.) Baker			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Dombeya	populnea	Dombeya populnea	species	(Cav.) Baker		accepted		
MUS_286	MUS_286		Dombeya sevathianii Le Péchon & Baider			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Dombeya	sevathianii	Dombeya sevathianii	species	Le Péchon & Baider		accepted		
MUS_287	MUS_287		Hibiscus boryanus DC.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	boryanus	Hibiscus boryanus	species	DC.		accepted		
MUS_288	MUS_288		Hibiscus columnaris Cav.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	columnaris	Hibiscus columnaris	species	Cav.		accepted		
MUS_289	MUS_289		Hibiscus fragilis DC.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	fragilis	Hibiscus fragilis	species	DC.		accepted		
MUS_290	MUS_290		Hibiscus genevii Bojer ex Hook.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	genevii	Hibiscus genevii	species	Bojer ex Hook.		accepted		
MUS_291	MUS_291		Hibiscus ovalifolius (Forssk.) Vahl			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	ovalifolius	Hibiscus ovalifolius	species	(Forssk.) Vahl		accepted		
MUS_292	MUS_292		Sida pusilla Cav.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Sida	pusilla	Sida pusilla	species	Cav.		accepted		
MUS_293	MUS_293		Talipariti   tiliaceum L. Fryxell			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Talipariti	tiliaceum	Talipariti tiliaceum	species	L. Fryxell		accepted		
MUS_294	MUS_294		Thespesia populnea (L.) Sol. ex Corrêa			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Thespesia	populnea	Thespesia populnea	species	(L.) Sol. ex Corrêa		accepted		
MUS_295	MUS_295		Trochetia blackburniana Bojer ex Baker			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Trochetia	blackburniana	Trochetia blackburniana	species	Bojer ex Baker		accepted		
MUS_296	MUS_296		Trochetia boutoniana F. Friedman			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Trochetia	boutoniana	Trochetia boutoniana	species	F. Friedman		accepted		
MUS_297	MUS_297		Trochetia parviflora Bojer ex Baker			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Trochetia	parviflora	Trochetia parviflora	species	Bojer ex Baker		accepted		
MUS_298	MUS_298		Trochetia triflora DC.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Trochetia	triflora	Trochetia triflora	species	DC.		accepted		
MUS_299	MUS_299		Trochetia uniflora DC.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Trochetia	uniflora	Trochetia uniflora	species	DC.		accepted		
MUS_300	MUS_300		Urena lobata L.			Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Urena	lobata	Urena lobata	species	L.		accepted		
MUS_301	MUS_301		Memecylon cordatum Lam.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Memecylon	cordatum	Memecylon cordatum	species	Lam.		accepted		
MUS_302	MUS_302		Memecylon laxiflorum DC.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Memecylon	laxiflorum	Memecylon laxiflorum	species	DC.		accepted		
MUS_303	MUS_303		Memecylon ovatifolium (Poiret ) Wickens			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Memecylon	ovatifolium	Memecylon ovatifolium	species	(Poiret ) Wickens		accepted		
MUS_304	MUS_304		Warneckea trinenis (DC.) Jacq.-Fél.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Warneckea	trinenis	Warneckea trinenis	species	(DC.) Jacq.-Fél.		accepted		
MUS_305	MUS_305		Turraea dargentiana Baider & V. Florens			Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Turraea	dargentiana	Turraea dargentiana	species	Baider & V. Florens		accepted		
MUS_306	MUS_306		Turraea oppositifolia (Cav.) Harms			Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Turraea	oppositifolia	Turraea oppositifolia	species	(Cav.) Harms		accepted		
MUS_307	MUS_307		Turraea ovata (Cav.) Harms			Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Turraea	ovata	Turraea ovata	species	(Cav.) Harms		accepted		
MUS_308	MUS_308		Turraea rigida Vent.			Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Turraea	rigida	Turraea rigida	species	Vent.		accepted		
MUS_309	MUS_309		Turraea rutilans (Sm.) Bosser			Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Turraea	rutilans	Turraea rutilans	species	(Sm.) Bosser		accepted		
MUS_310	MUS_310		Turraea thouarsiana (Baillon) Cavaco & Keraudren			Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Turraea	thouarsiana	Turraea thouarsiana	species	(Baillon) Cavaco & Keraudren		accepted		
MUS_311	MUS_311		Turraea trichopoda (Baillon) Harms			Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Turraea	trichopoda	Turraea trichopoda	species	(Baillon) Harms		accepted		
MUS_312	MUS_312		Cissampelos pareira L.			Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Menispermaceae	Cissampelos	pareira	Cissampelos pareira	species	L.		accepted		
MUS_313	MUS_313		Nymphoides indica (L.) Kuntze			Plantae	Tracheophyta	Magnoliopsida	Asterales	Menyanthaceae	Nymphoides	indica	Nymphoides indica	species	(L.) Kuntze		accepted		
MUS_314	MUS_314		Monimia ovalifolia Thou.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Monimia	ovalifolia	Monimia ovalifolia	species	Thou.		accepted		
MUS_315	MUS_315		Tambourissa amplifolia A. DC.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	amplifolia	Tambourissa amplifolia	species	A. DC.		accepted		
MUS_316	MUS_316		Tambourissa cocottensis Lorence			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	cocottensis	Tambourissa cocottensis	species	Lorence		accepted		
MUS_317	MUS_317		Tambourissa cordifolia Lorence			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	cordifolia	Tambourissa cordifolia	species	Lorence		accepted		
MUS_318	MUS_318		Tambourissa ficus (Tul.) A. DC.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	ficus	Tambourissa ficus	species	(Tul.) A. DC.		accepted		
MUS_319	MUS_319		Tambourissa pedicellata Baker			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	pedicellata	Tambourissa pedicellata	species	Baker		accepted		
MUS_320	MUS_320		Tambourissa peltata R. Br. ex Baker			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	peltata	Tambourissa peltata	species	R. Br. ex Baker		accepted		
MUS_321	MUS_321		Tambourissa quadrifida Som.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	quadrifida	Tambourissa quadrifida	species	Som.		accepted		
MUS_322	MUS_322		Tambourissa sieberi (Tul.) A. DC.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	sieberi	Tambourissa sieberi	species	(Tul.) A. DC.		accepted		
MUS_323	MUS_323		Tambourissa tau Lorence			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	tau	Tambourissa tau	species	Lorence		accepted		
MUS_324	MUS_324		Tambourissa tetragona (Boivin ex Tul.) A. DC.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	tetragona	Tambourissa tetragona	species	(Boivin ex Tul.) A. DC.		accepted		
MUS_325	MUS_325		Ficus densifolia Miq.			Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	densifolia	Ficus densifolia	species	Miq.		accepted		
MUS_326	MUS_326		Ficus lateriflora Vahl			Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	lateriflora	Ficus lateriflora	species	Vahl		accepted		
MUS_327	MUS_327		Ficus mauritiana Lam.			Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	mauritiana	Ficus mauritiana	species	Lam.		accepted		
MUS_328	MUS_328		Ficus reflexa Thunb.			Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	reflexa	Ficus reflexa	species	Thunb.		accepted		
MUS_329	MUS_329		Ficus rubra Vahl			Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	rubra	Ficus rubra	species	Vahl		accepted		
MUS_330	MUS_330		Eugenia alletiana Baider & V. Florens			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	alletiana	Eugenia alletiana	species	Baider & V. Florens		accepted		
MUS_331	MUS_331		Eugenia bojeri Baker			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	bojeri	Eugenia bojeri	species	Baker		accepted		
MUS_332	MUS_332		Eugenia crassipetala J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	crassipetala	Eugenia crassipetala	species	J. Guého & A.J. Scott		accepted		
MUS_333	MUS_333		Eugenia elliptica Lam.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	elliptica	Eugenia elliptica	species	Lam.		accepted		
MUS_334	MUS_334		Eugenia hastilis (Blume) J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	hastilis	Eugenia hastilis	species	(Blume) J. Guého & A.J. Scott		accepted		
MUS_335	MUS_335		Eugenia kanakana N. Snow			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	kanakana	Eugenia kanakana	species	N. Snow		accepted		
MUS_336	MUS_336		Eugenia longuensis N. Snow			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	longuensis	Eugenia longuensis	species	N. Snow		accepted		
MUS_337	MUS_337		Eugenia lucida Lam.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	lucida	Eugenia lucida	species	Lam.		accepted		
MUS_338	MUS_338		Eugenia neofasciculata (J. Guého & A.J. Scott) Bennet			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	neofasciculata	Eugenia neofasciculata	species	(J. Guého & A.J. Scott) Bennet		accepted		
MUS_339	MUS_339		Eugenia orbiculata Lam.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	orbiculata	Eugenia orbiculata	species	Lam.		accepted		
MUS_340	MUS_340		Eugenia petrinensis N. Snow			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	petrinensis	Eugenia petrinensis	species	N. Snow		accepted		
MUS_341	MUS_341		Eugenia pixidata (J. Guého et  A.J. Scott) N. Snow			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	pixidata	Eugenia pixidata	species	(J. Guého et  A.J. Scott) N. Snow		accepted		
MUS_342	MUS_342		Eugenia pollicina J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	pollicina	Eugenia pollicina	species	J. Guého & A.J. Scott		accepted		
MUS_343	MUS_343		Eugenia psidioideum (J. Guého et  A.J. Scott) N. Snow			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	psidioideum	Eugenia psidioideum	species	(J. Guého et  A.J. Scott) N. Snow		accepted		
MUS_344	MUS_344		Eugenia sieberi J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	sieberi	Eugenia sieberi	species	J. Guého & A.J. Scott		accepted		
MUS_345	MUS_345		Eugenia tinifolia Lam.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	tinifolia	Eugenia tinifolia	species	Lam.		accepted		
MUS_346	MUS_346		Eugenia vaughanii J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	vaughanii	Eugenia vaughanii	species	J. Guého & A.J. Scott		accepted		
MUS_347	MUS_347		Psiloxylon mauritianum (Bouton ex Hook. f.) Baill.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Psiloxylon	mauritianum	Psiloxylon mauritianum	species	(Bouton ex Hook. f.) Baill.		accepted		
MUS_348	MUS_348		Syzygium bijouxii J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	bijouxii	Syzygium bijouxii	species	J. Guého & A.J. Scott		accepted		
MUS_349	MUS_349		Syzygium commersonii J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	commersonii	Syzygium commersonii	species	J. Guého & A.J. Scott		accepted		
MUS_350	MUS_350		Syzygium contractum (Poir.) J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	contractum	Syzygium contractum	species	(Poir.) J. Guého & A.J. Scott		accepted		
MUS_351	MUS_351		Syzygium coriaceum Bosser & J. Guého			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	coriaceum	Syzygium coriaceum	species	Bosser & J. Guého		accepted		
MUS_352	MUS_352		Syzygium cymosum (Lam.) DC.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	cymosum	Syzygium cymosum	species	(Lam.) DC.		accepted		
MUS_353	MUS_353		Syzygium duponti (Baker) Govaerts			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	duponti	Syzygium duponti	species	(Baker) Govaerts		accepted		
MUS_354	MUS_354		Syzygium glomeratum (Lam.) DC.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	glomeratum	Syzygium glomeratum	species	(Lam.) DC.		accepted		
MUS_355	MUS_355		Syzygium guehoi Bosser & Florens			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	guehoi	Syzygium guehoi	species	Bosser & Florens		accepted		
MUS_356	MUS_356		Syzygium latifolium (Poir.) DC.			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	latifolium	Syzygium latifolium	species	(Poir.) DC.		accepted		
MUS_357	MUS_357		Syzygium mamillatum Bosser & J. Guého			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	mamillatum	Syzygium mamillatum	species	Bosser & J. Guého		accepted		
MUS_358	MUS_358		Syzygium mauritianum J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	mauritianum	Syzygium mauritianum	species	J. Guého & A.J. Scott		accepted		
MUS_359	MUS_359		Syzygium petrinense Bosser & J. Guého			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	petrinense	Syzygium petrinense	species	Bosser & J. Guého		accepted		
MUS_360	MUS_360		Syzygium populifolium (Baker) J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	populifolium	Syzygium populifolium	species	(Baker) J. Guého & A.J. Scott		accepted		
MUS_361	MUS_361		"Syzygium pyneei Byng, V. Florens & Baider"			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	pyneei	Syzygium pyneei	species	"Byng, V. Florens & Baider"		accepted		
MUS_362	MUS_362		Syzygium rampans (Baker) J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	rampans	Syzygium rampans	species	(Baker) J. Guého & A.J. Scott		accepted		
MUS_363	MUS_363		Syzygium vaughanii J. Guého & A.J. Scott			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	vaughanii	Syzygium vaughanii	species	J. Guého & A.J. Scott		accepted		
MUS_364	MUS_364		Boerhavia coccinea Mill.			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Boerhavia	coccinea	Boerhavia coccinea	species	Mill.		accepted		
MUS_365	MUS_365		Pisonia costata (Bojer ex Bouton) Choisy			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Pisonia	costata	Pisonia costata	species	(Bojer ex Bouton) Choisy		accepted		
MUS_366	MUS_366		Pisonia lanceolata (Poir.) Choisy			Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Pisonia	lanceolata	Pisonia lanceolata	species	(Poir.) Choisy		accepted		
MUS_367	MUS_367		Nymphea nouchali Burm. f.			Plantae	Tracheophyta	Liliopsida	Nymphaeales	Nympheaceae	Nymphea	nouchali	Nymphea nouchali	species	Burm. f.		accepted		
MUS_368	MUS_368		Ochna mauritiana Lam.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Ochnaceae	Ochna	mauritiana	Ochna mauritiana	species	Lam.		accepted		
MUS_369	MUS_369		Olax psittacorum (Lam.) Vahl			Plantae	Tracheophyta	Magnoliopsida	Santalales	Olacaceae	Olax	psittacorum	Olax psittacorum	species	(Lam.) Vahl		accepted		
MUS_370	MUS_370		Jasminum fluminense Vell.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Jasminum	fluminense	Jasminum fluminense	species	Vell.		accepted		
MUS_371	MUS_371		Noronhia broomeana Oliv.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Noronhia	broomeana	Noronhia broomeana	species	Oliv.		accepted		
MUS_372	MUS_372		Noronhia macrophylla (Baker) Hong-Wa & Callm.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Noronhia	macrophylla	Noronhia macrophylla	species	(Baker) Hong-Wa & Callm.		accepted		
MUS_373	MUS_373		Noronhia obovata (Baker) Hong-Wa & Callm.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Noronhia	obovata	Noronhia obovata	species	(Baker) Hong-Wa & Callm.		accepted		
MUS_374	MUS_374		Olea europea L.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea	europea	Olea europea	species	L.		accepted		
MUS_375	MUS_375		Olea lancea Lam.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea	lancea	Olea lancea	species	Lam.		accepted		
MUS_376	MUS_376		Ludwigia adscendens (L.) H. Hara			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Ludwigia	adscendens	Ludwigia adscendens	species	(L.) H. Hara		accepted		
MUS_377	MUS_377		Ludwigia decurrens Walter			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Ludwigia	decurrens	Ludwigia decurrens	species	Walter		accepted		
MUS_378	MUS_378		Ludwigia octovalvis (Jacq.) P.H. Raven			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Ludwigia	octovalvis	Ludwigia octovalvis	species	(Jacq.) P.H. Raven		accepted		
MUS_379	MUS_379		Aeranthes arachnitis (Thou.) Lindl.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Aeranthes	arachnitis	Aeranthes arachnitis	species	(Thou.) Lindl.		accepted		
MUS_380	MUS_380		Aeranthes tenella Bosser			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Aeranthes	tenella	Aeranthes tenella	species	Bosser		accepted		
MUS_381	MUS_381		Angraecopsis parviflora (Thou.) Schltr.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecopsis	parviflora	Angraecopsis parviflora	species	(Thou.) Schltr.		accepted		
MUS_382	MUS_382		Angraecum cadetti Bosser			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	cadetti	Angraecum cadetti	species	Bosser		accepted		
MUS_383	MUS_383		Angraecum calceolus Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	calceolus	Angraecum calceolus	species	Thou.		accepted		
MUS_384	MUS_384		Angraecum caulenses Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	caulenses	Angraecum caulenses	species	Thou.		accepted		
MUS_385	MUS_385		Angraecum cuculatum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	cuculatum	Angraecum cuculatum	species	Thou.		accepted		
MUS_386	MUS_386		Angraecum eburneum Bory			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	eburneum	Angraecum eburneum	species	Bory		accepted		
MUS_387	MUS_387		Angraecum expansum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	expansum	Angraecum expansum	species	Thou.		accepted		
MUS_388	MUS_388		Angraecum gracile Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	gracile	Angraecum gracile	species	Thou.		accepted		
MUS_389	MUS_389		Angraecum inapertum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	inapertum	Angraecum inapertum	species	Thou.		accepted		
MUS_390	MUS_390		Angraecum jeannineanum Fournel & Micheneau			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	jeannineanum	Angraecum jeannineanum	species	Fournel & Micheneau		accepted		
MUS_391	MUS_391		Angraecum liliodorum Frapp. ex. Cordem.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	liliodorum	Angraecum liliodorum	species	Frapp. ex. Cordem.		accepted		
MUS_392	MUS_392		Angraecum mauritianum (Poir.) Frapp.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	mauritianum	Angraecum mauritianum	species	(Poir.) Frapp.		accepted		
MUS_393	MUS_393		Angraecum multiflorum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	multiflorum	Angraecum multiflorum	species	Thou.		accepted		
MUS_394	MUS_394		Angraecum obversifolium Frapp. ex. Cordem.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	obversifolium	Angraecum obversifolium	species	Frapp. ex. Cordem.		accepted		
MUS_395	MUS_395		Angraecum palmiforme Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	palmiforme	Angraecum palmiforme	species	Thou.		accepted		
MUS_396	MUS_396		Angraecum parvulum Ayres ex S. Moore			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	parvulum	Angraecum parvulum	species	Ayres ex S. Moore		accepted		
MUS_397	MUS_397		Angraecum pectinatum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	pectinatum	Angraecum pectinatum	species	Thou.		accepted		
MUS_398	MUS_398		Angraecum pingue Frapp. ex. Cordem.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	pingue	Angraecum pingue	species	Frapp. ex. Cordem.		accepted		
MUS_399	MUS_399		Angraecum ramosum Thou.			Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Angraecum	ramosum	Angraecum ramosum	species	Thou.		accepted		
