id	taxonID	acceptedNameUsageID	scientificName	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	specificEpithet	full.tax.name	taxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus	taxonRemarks	language
MUS_131	MUS_131		Cyperus compressus L.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	compressus	Cyperus compressus	species	L.		accepted		
MUS_132	MUS_132		Cyperus cuspidatus Kunth			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	cuspidatus	Cyperus cuspidatus	species	Kunth		accepted		
MUS_133	MUS_133		Cyperus cyperoides (L.) Kuntze			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	cyperoides	Cyperus cyperoides	species	(L.) Kuntze		accepted		
MUS_134	MUS_134		Cyperus difformis L.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	difformis	Cyperus difformis	species	L.		accepted		
MUS_135	MUS_135		Cyperus distans L. f.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	distans	Cyperus distans	species	L. f.		accepted		
MUS_136	MUS_136		Cyperus dubius Rottb.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	dubius	Cyperus dubius	species	Rottb.		accepted		
MUS_137	MUS_137		Cyperus flavidus Retz.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	flavidus	Cyperus flavidus	species	Retz.		accepted		
MUS_138	MUS_138		Cyperus intactus Vahl			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	intactus	Cyperus intactus	species	Vahl		accepted		
MUS_139	MUS_139		Cyperus laevigatus L.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	laevigatus	Cyperus laevigatus	species	L.		accepted		
MUS_140	MUS_140		Cyperus latifolius Poir.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	latifolius	Cyperus latifolius	species	Poir.		accepted		
MUS_141	MUS_141		Cyperus longifolius Poir.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	longifolius	Cyperus longifolius	species	Poir.		accepted		
MUS_142	MUS_142		Cyperus luteus L.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	luteus	Cyperus luteus	species	L.		accepted		
MUS_143	MUS_143		Cyperus macrostachyos Lam. ex Poiret			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	macrostachyos	Cyperus macrostachyos	species	Lam. ex Poiret		accepted		
MUS_144	MUS_144		Cyperus mindorensis (Steud.) Huygh			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	mindorensis	Cyperus mindorensis	species	(Steud.) Huygh		accepted		
MUS_145	MUS_145		Cyperus polystachyos Rottb.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	polystachyos	Cyperus polystachyos	species	Rottb.		accepted		
MUS_146	MUS_146		Cyperus prolifer Lam.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	prolifer	Cyperus prolifer	species	Lam.		accepted		
MUS_147	MUS_147		Cyperus rotundus L.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	rotundus	Cyperus rotundus	species	L.		accepted		
MUS_148	MUS_148		Cyperus rubicundus Vahl			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	rubicundus	Cyperus rubicundus	species	Vahl		accepted		
MUS_149	MUS_149		Cyperus stoloniferus Retz.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	stoloniferus	Cyperus stoloniferus	species	Retz.		accepted		
MUS_150	MUS_150		Eleocharis caduca (Del.) Schult.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Eleocharis	caduca	Eleocharis caduca	species	(Del.) Schult.		accepted		
MUS_151	MUS_151		Eleocharis dulcis (Burm. f.) Trin. ex Hensch.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Eleocharis	dulcis	Eleocharis dulcis	species	(Burm. f.) Trin. ex Hensch.		accepted		
MUS_152	MUS_152		Eleocharis minuta Boeckeler			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Eleocharis	minuta	Eleocharis minuta	species	Boeckeler		accepted		
MUS_153	MUS_153		Eleocharis variegata (Poir.) C. Presl			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Eleocharis	variegata	Eleocharis variegata	species	(Poir.) C. Presl		accepted		
MUS_154	MUS_154		Fimbristylis cincta Nees ex Wight			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Fimbristylis	cincta	Fimbristylis cincta	species	Nees ex Wight		accepted		
MUS_155	MUS_155		Fimbristylis complanata (Retz.) Link			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Fimbristylis	complanata	Fimbristylis complanata	species	(Retz.) Link		accepted		
MUS_156	MUS_156		Fimbristylis cymosa R. Br.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Fimbristylis	cymosa	Fimbristylis cymosa	species	R. Br.		accepted		
MUS_157	MUS_157		Fimbristylis dichotoma (L.) Vahl			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Fimbristylis	dichotoma	Fimbristylis dichotoma	species	(L.) Vahl		accepted		
MUS_158	MUS_158		Fimbristylis ferruginea (L.) Vahl			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Fimbristylis	ferruginea	Fimbristylis ferruginea	species	(L.) Vahl		accepted		
MUS_159	MUS_159		Fimbristylis littoralis Gaudich.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Fimbristylis	littoralis	Fimbristylis littoralis	species	Gaudich.		accepted		
MUS_160	MUS_160		Fuirena  umbellata Rottb.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Fuirena	umbellata	Fuirena umbellata	species	Rottb.		accepted		
MUS_161	MUS_161		Hypolytrum mauritianum Nees ex Kunth			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Hypolytrum	mauritianum	Hypolytrum mauritianum	species	Nees ex Kunth		accepted		
MUS_162	MUS_162		Lipocarpha albescens (Steud.) Larridon & Govaerts			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Lipocarpha	albescens	Lipocarpha albescens	species	(Steud.) Larridon & Govaerts		accepted		
MUS_163	MUS_163		Machaerina anceps (Poir.) Bojer			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Machaerina	anceps	Machaerina anceps	species	(Poir.) Bojer		accepted		
MUS_164	MUS_164		Machaerina iridifolia (Bory) T. Koyama			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Machaerina	iridifolia	Machaerina iridifolia	species	(Bory) T. Koyama		accepted		
MUS_165	MUS_165		Rhynchosphora rugosa (Vahl) Gale			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Rhynchosphora	rugosa	Rhynchosphora rugosa	species	(Vahl) Gale		accepted		
MUS_166	MUS_166		Rhyncosphora corymbosa (L.) Britt.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Rhyncosphora	corymbosa	Rhyncosphora corymbosa	species	(L.) Britt.		accepted		
MUS_167	MUS_167		Rhyncosphora holoscheonoides (Rich.) Herter			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Rhyncosphora	holoscheonoides	Rhyncosphora holoscheonoides	species	(Rich.) Herter		accepted		
MUS_168	MUS_168		Schoenoplectiella  erecta (Poir.) Lye			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Schoenoplectiella	erecta	Schoenoplectiella erecta	species	(Poir.) Lye		accepted		
MUS_169	MUS_169		Schoenoplectiella  mucronata (L.) J.Jung & H.K.Choi			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Schoenoplectiella	mucronata	Schoenoplectiella mucronata	species	(L.) J.Jung & H.K.Choi		accepted		
MUS_170	MUS_170		Scleria anomala (Steud.) J. Rayn.			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Scleria	anomala	Scleria anomala	species	(Steud.) J. Rayn.		accepted		
MUS_171	MUS_171		Scleria sieberi Nees ex Kunth			Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Scleria	sieberi	Scleria sieberi	species	Nees ex Kunth		accepted		
MUS_172	MUS_172		Diospyros angulata Poir.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	angulata	Diospyros angulata	species	Poir.		accepted		
MUS_173	MUS_173		Diospyros boutoniana A. DC.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	boutoniana	Diospyros boutoniana	species	A. DC.		accepted		
MUS_174	MUS_174		Diospyros chrysophyllos Poir.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	chrysophyllos	Diospyros chrysophyllos	species	Poir.		accepted		
MUS_175	MUS_175		Diospyros egrettarum I.B.K. Richardson			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	egrettarum	Diospyros egrettarum	species	I.B.K. Richardson		accepted		
MUS_176	MUS_176		Diospyros hemiteles I.B.K. Richardson			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	hemiteles	Diospyros hemiteles	species	I.B.K. Richardson		accepted		
MUS_177	MUS_177		Diospyros leucomelas Poir.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	leucomelas	Diospyros leucomelas	species	Poir.		accepted		
MUS_178	MUS_178		Diospyros melanida Poir.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	melanida	Diospyros melanida	species	Poir.		accepted		
MUS_179	MUS_179		Diospyros neraudii A. DC.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	neraudii	Diospyros neraudii	species	A. DC.		accepted		
MUS_180	MUS_180		Diospyros nodosa Poir.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	nodosa	Diospyros nodosa	species	Poir.		accepted		
MUS_181	MUS_181		Diospyros pterocalyx Bojer ex A. DC.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	pterocalyx	Diospyros pterocalyx	species	Bojer ex A. DC.		accepted		
MUS_182	MUS_182		Diospyros revaughanii I.B.K. Richardson			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	revaughanii	Diospyros revaughanii	species	I.B.K. Richardson		accepted		
MUS_183	MUS_183		Diospyros tessellaria Poir.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	tessellaria	Diospyros tessellaria	species	Poir.		accepted		
MUS_184	MUS_184		Elaeocarpus bojeri R. E. Vaughan			Plantae	Tracheophyta	Magnoliopsida	Oxidales	Elaeocarpaceae	Elaeocarpus	bojeri	Elaeocarpus bojeri	species	R. E. Vaughan		accepted		
MUS_185	MUS_185		Elaeocarpus integrifolius Lam.			Plantae	Tracheophyta	Magnoliopsida	Oxidales	Elaeocarpaceae	Elaeocarpus	integrifolius	Elaeocarpus integrifolius	species	Lam.		accepted		
MUS_186	MUS_186		Agarista salicifolia (Lam.) G.Don			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Agarista	salicifolia	Agarista salicifolia	species	(Lam.) G.Don		accepted		
MUS_187	MUS_187		Erica brachyphylla (Benth.) E.G.H. Oliver			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	brachyphylla	Erica brachyphylla	species	(Benth.) E.G.H. Oliver		accepted		
MUS_188	MUS_188		Erica mauritiensis E.G.H. Oliver			Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	mauritiensis	Erica mauritiensis	species	E.G.H. Oliver		accepted		
MUS_189	MUS_189		Eriocaulon johnstonii Ruhland			Plantae	Tracheophyta	Liliopsida	Poales	Eriocaulaceae	Eriocaulon	johnstonii	Eriocaulon johnstonii	species	Ruhland		accepted		
MUS_190	MUS_190		Eriocaulon willdenovianum Moldenke			Plantae	Tracheophyta	Liliopsida	Poales	Eriocaulaceae	Eriocaulon	willdenovianum	Eriocaulon willdenovianum	species	Moldenke		accepted		
MUS_191	MUS_191		Erythroxylum hypericifolium Lam.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Erythrolylaceae	Erythroxylum	hypericifolium	Erythroxylum hypericifolium	species	Lam.		accepted		
MUS_192	MUS_192		Erythroxylum laurifolium Lam.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Erythrolylaceae	Erythroxylum	laurifolium	Erythroxylum laurifolium	species	Lam.		accepted		
MUS_193	MUS_193		Erythroxylum macrocarpum O.E. Schulz			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Erythrolylaceae	Erythroxylum	macrocarpum	Erythroxylum macrocarpum	species	O.E. Schulz		accepted		
MUS_194	MUS_194		Erythroxylum sideroxyloides Lam.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Erythrolylaceae	Erythroxylum	sideroxyloides	Erythroxylum sideroxyloides	species	Lam.		accepted		
MUS_195	MUS_195		Acalypha filiformis Poir.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Acalypha	filiformis	Acalypha filiformis	species	Poir.		accepted		
MUS_196	MUS_196		Acalypha integrifolia Willd.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Acalypha	integrifolia	Acalypha integrifolia	species	Willd.		accepted		
MUS_197	MUS_197		Acalypha marginata (Poir.) Steud.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Acalypha	marginata	Acalypha marginata	species	(Poir.) Steud.		accepted		
MUS_198	MUS_198		Claoxylon grandifolium (Poir.) Muell. Arg.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Claoxylon	grandifolium	Claoxylon grandifolium	species	(Poir.) Muell. Arg.		accepted		
MUS_199	MUS_199		Claoxylon linostachys Baill.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Claoxylon	linostachys	Claoxylon linostachys	species	Baill.		accepted		
MUS_200	MUS_200		Claoxylon parviflorum A. Juss.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Claoxylon	parviflorum	Claoxylon parviflorum	species	A. Juss.		accepted		
MUS_201	MUS_201		Croton fothergillifolius Baill.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	fothergillifolius	Croton fothergillifolius	species	Baill.		accepted		
MUS_202	MUS_202		Croton grangerioides Bojer ex Baill.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	grangerioides	Croton grangerioides	species	Bojer ex Baill.		accepted		
MUS_203	MUS_203		Croton tiliifolius Lam.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	tiliifolius	Croton tiliifolius	species	Lam.		accepted		
MUS_204	MUS_204		Croton vaughanii Croizat			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	vaughanii	Croton vaughanii	species	Croizat		accepted		
MUS_205	MUS_205		Euphorbia dracunculoides Lam.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	dracunculoides	Euphorbia dracunculoides	species	Lam.		accepted		
MUS_206	MUS_206		Euphorbia pyrifolia Lam.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	pyrifolia	Euphorbia pyrifolia	species	Lam.		accepted		
MUS_207	MUS_207		Euphorbia thymifolia L.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	thymifolia	Euphorbia thymifolia	species	L.		accepted		
MUS_209	MUS_209		"Hancea integrifolia S.E.C. Sierra, Kulju & Welzen"			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Hancea	integrifolia	Hancea integrifolia	species	"S.E.C. Sierra, Kulju & Welzen"		accepted		
MUS_210	MUS_210		Macaranga mauritiana Bojer ex Baill.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Macaranga	mauritiana	Macaranga mauritiana	species	Bojer ex Baill.		accepted		
MUS_211	MUS_211		Orfilea neraudiana (Baillon) Webster			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Orfilea	neraudiana	Orfilea neraudiana	species	(Baillon) Webster		accepted		
MUS_212	MUS_212		Stillingia lineata (Lam.) Muell. Arg.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Stillingia	lineata	Stillingia lineata	species	(Lam.) Muell. Arg.		accepted		
MUS_213	MUS_213		Abrus precatorius L.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Abrus	precatorius	Abrus precatorius	species	L.		accepted		
MUS_214	MUS_214		Aeschynomene brevifolia Poir.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Aeschynomene	brevifolia	Aeschynomene brevifolia	species	Poir.		accepted		
MUS_215	MUS_215		Albizia vaughanii Brenan			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Albizia	vaughanii	Albizia vaughanii	species	Brenan		accepted		
MUS_216	MUS_216		Alysicarpus vaginalis (L.) DC.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Alysicarpus	vaginalis	Alysicarpus vaginalis	species	(L.) DC.		accepted		
MUS_217	MUS_217		Cajanus scarabaeoides (L.) Thou.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Cajanus	scarabaeoides	Cajanus scarabaeoides	species	(L.) Thou.		accepted		
MUS_218	MUS_218		Canavalia cathartica Thou.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Canavalia	cathartica	Canavalia cathartica	species	Thou.		accepted		
MUS_219	MUS_219		Canavalia rosea (Sw.) DC.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Canavalia	rosea	Canavalia rosea	species	(Sw.) DC.		accepted		
MUS_220	MUS_220		Clitoria ternatea L.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Clitoria	ternatea	Clitoria ternatea	species	L.		accepted		
MUS_221	MUS_221		Crotalia retusa L.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Crotalia	retusa	Crotalia retusa	species	L.		accepted		
MUS_222	MUS_222		Dendrolobium umbelatum (L.) Benth.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dendrolobium	umbelatum	Dendrolobium umbelatum	species	(L.) Benth.		accepted		
MUS_223	MUS_223		Desmodium adscendens (Sw.) DC.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Desmodium	adscendens	Desmodium adscendens	species	(Sw.) DC.		accepted		
MUS_224	MUS_224		Desmodium ramosissimum G. Don			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Desmodium	ramosissimum	Desmodium ramosissimum	species	G. Don		accepted		
MUS_225	MUS_225		Desmodium salicifolium (Poir.) DC.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Desmodium	salicifolium	Desmodium salicifolium	species	(Poir.) DC.		accepted		
MUS_226	MUS_226		Desmodium triflorum (L.) DC.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Desmodium	triflorum	Desmodium triflorum	species	(L.) DC.		accepted		
MUS_227	MUS_227		Entada rheedii Spreng.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Entada	rheedii	Entada rheedii	species	Spreng.		accepted		
MUS_228	MUS_228		Erythrina variegata L.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Erythrina	variegata	Erythrina variegata	species	L.		accepted		
MUS_229	MUS_229		Gagnebina pterocarpa (Lam.) Baillon			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Gagnebina	pterocarpa	Gagnebina pterocarpa	species	(Lam.) Baillon		accepted		
MUS_230	MUS_230		Galactia  tenuiflora  (Willd.) Wight et Arn.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Galactia	tenuiflora	Galactia tenuiflora	species	(Willd.) Wight et Arn.		accepted		
MUS_231	MUS_231		Guilandina bonduc Griseb.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Guilandina	bonduc	Guilandina bonduc	species	Griseb.		accepted		
MUS_232	MUS_232		Hylodesmum repandum (Vahl) DC.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Hylodesmum	repandum	Hylodesmum repandum	species	(Vahl) DC.		accepted		
MUS_233	MUS_233		Macrotyloma axillare (E. Mey.) Verdc.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Macrotyloma	axillare	Macrotyloma axillare	species	(E. Mey.) Verdc.		accepted		
MUS_234	MUS_234		Psophocarpus scandens (Endl.) Verdc.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Psophocarpus	scandens	Psophocarpus scandens	species	(Endl.) Verdc.		accepted		
MUS_235	MUS_235		Sophora tomentosa L.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Sophora	tomentosa	Sophora tomentosa	species	L.		accepted		
MUS_236	MUS_236		Tephrosia pumilla (Lam.) Pers.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Tephrosia	pumilla	Tephrosia pumilla	species	(Lam.) Pers.		accepted		
MUS_237	MUS_237		Tephrosia purpurea (L.) Pres.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Tephrosia	purpurea	Tephrosia purpurea	species	(L.) Pres.		accepted		
MUS_238	MUS_238		Teramnus labialis (L. f.) Spreng.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Teramnus	labialis	Teramnus labialis	species	(L. f.) Spreng.		accepted		
MUS_239	MUS_239		Vigna marina (Burm. f.) Merr.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vigna	marina	Vigna marina	species	(Burm. f.) Merr.		accepted		
MUS_240	MUS_240		Zornia gibbosa Span.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Zornia	gibbosa	Zornia gibbosa	species	Span.		accepted		
MUS_241	MUS_241		Zornia vaughaniana Mohlenbr.			Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Zornia	vaughaniana	Zornia vaughaniana	species	Mohlenbr.		accepted		
MUS_242	MUS_242		Flagellaria indica L.			Plantae	Tracheophyta	Liliopsida	Poales	Flageriaceae	Flagellaria	indica	Flagellaria indica	species	L.		accepted		
MUS_243	MUS_243		Scaevola plumieri (L.) Vahl.			Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Scaevola	plumieri	Scaevola plumieri	species	(L.) Vahl.		accepted		
MUS_244	MUS_244		Scaevola taccada (Gaertn.) Roxb.			Plantae	Tracheophyta	Magnoliopsida	Asterales	Goodeniaceae	Scaevola	taccada	Scaevola taccada	species	(Gaertn.) Roxb.		accepted		
MUS_245	MUS_245		Laurembergia tetranda (Schott) Kanitz			Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Haloragaceae	Laurembergia	tetranda	Laurembergia tetranda	species	(Schott) Kanitz		accepted		
MUS_246	MUS_246		Hernandia mascarenensis (Meisn.) Kubitzki			Plantae	Tracheophyta	Magnoliopsida	Laurales	Hernandiaceae	Hernandia	mascarenensis	Hernandia mascarenensis	species	(Meisn.) Kubitzki		accepted		
MUS_247	MUS_247		Hernandia nymphaeifolia (C. Presl) Kubitzki			Plantae	Tracheophyta	Magnoliopsida	Laurales	Hernandiaceae	Hernandia	nymphaeifolia	Hernandia nymphaeifolia	species	(C. Presl) Kubitzki		accepted		
MUS_248	MUS_248		Halophila ovalis (R. Br.) Hook. f.			Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Halophila	ovalis	Halophila ovalis	species	(R. Br.) Hook. f.		accepted		
MUS_249	MUS_249		Halophila stipulacea (Forssk.) Asch.			Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Halophila	stipulacea	Halophila stipulacea	species	(Forssk.) Asch.		accepted		
MUS_250	MUS_250		Hydrilla verticillata (L.f.) Royle			Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Hydrilla	verticillata	Hydrilla verticillata	species	(L.f.) Royle		accepted		
MUS_251	MUS_251		Najas australis Bory ex Rendle			Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Najas	australis	Najas australis	species	Bory ex Rendle		accepted		
MUS_252	MUS_252		Najas marina L.			Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Najas	marina	Najas marina	species	L.		accepted		
MUS_253	MUS_253		Harungana madagascariensis Lam. ex Poir.			Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Harungana	madagascariensis	Harungana madagascariensis	species	Lam. ex Poir.		accepted		
MUS_254	MUS_254		Hypoxis angustifolia Lam.			Plantae	Tracheophyta	Liliopsida	Asparagales	Hypoxidaceae	Hypoxis	angustifolia	Hypoxis angustifolia	species	Lam.		accepted		
MUS_255	MUS_255		Apodytes dimidiata E. Mey. ex. Arn.			Plantae	Tracheophyta	Magnoliopsida	Icacinales	Icacinaceae	Apodytes	dimidiata	Apodytes dimidiata	species	E. Mey. ex. Arn.		accepted		
MUS_256	MUS_256		Juncus effusus L.			Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus	effusus	Juncus effusus	species	L.		accepted		
MUS_257	MUS_257		Volkemeria heterophylla Vent.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Volkemeria	heterophylla	Volkemeria heterophylla	species	Vent.		accepted		
MUS_258	MUS_258		Plectranthus madagascariensis (Pers.) Benth.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Plectranthus	madagascariensis	Plectranthus madagascariensis	species	(Pers.) Benth.		accepted		
MUS_259	MUS_259		Premna serratifolia L.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Premna	serratifolia	Premna serratifolia	species	L.		accepted		
MUS_260	MUS_260		Cassytha filiformis L.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Cassytha	filiformis	Cassytha filiformis	species	L.		accepted		
MUS_261	MUS_261		Ocotea laevigata (Meisn.) Marais			Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	laevigata	Ocotea laevigata	species	(Meisn.) Marais		accepted		
MUS_262	MUS_262		Ocotea lancilimba Kosterm.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	lancilimba	Ocotea lancilimba	species	Kosterm.		accepted		
MUS_263	MUS_263		Ocotea mascarena (Buc'hoz) Kosterm.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	mascarena	Ocotea mascarena	species	(Buc'hoz) Kosterm.		accepted		
MUS_264	MUS_264		Ocotea obtusata (Nees) Kosterm.			Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	obtusata	Ocotea obtusata	species	(Nees) Kosterm.		accepted		
MUS_265	MUS_265		Foetidia mauritiana Lam.			Plantae	Tracheophyta	Magnoliopsida	Ericales	Lecythidaceae	Foetidia	mauritiana	Foetidia mauritiana	species	Lam.		accepted		
MUS_266	MUS_266		Utricularia gibba L.			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentribulariaceae	Utricularia	gibba	Utricularia gibba	species	L.		accepted		
